ID,Sources,Periods,Total_1,UrbanRoads_2,RuralRoads_3,Motorways_4,Total_5,UrbanRoads_6,RuralRoads_7,Motorways_8,Total_9,UrbanRoads_10,RuralRoads_11,Motorways_12,Total_13,UrbanRoads_14,RuralRoads_15,Motorways_16,Total_17,UrbanRoads_18,RuralRoads_19,Motorways_20,Total_21,UrbanRoads_22,RuralRoads_23,Motorways_24,Total_25,UrbanRoads_26,RuralRoads_27,Motorways_28,Total_29,UrbanRoads_30,RuralRoads_31,Motorways_32,Total_33,UrbanRoads_34,RuralRoads_35,Motorways_36,Total_37,UrbanRoads_38,RuralRoads_39,Motorways_40,Total_41,UrbanRoads_42,RuralRoads_43,Motorways_44,Total_45,UrbanRoads_46,RuralRoads_47,Motorways_48,Total_49,UrbanRoads_50,RuralRoads_51,Motorways_52,Total_53,UrbanRoads_54,RuralRoads_55,Motorways_56,Total_57,UrbanRoads_58,RuralRoads_59,Motorways_60,Total_61,UrbanRoads_62,RuralRoads_63,Motorways_64,Total_65,UrbanRoads_66,RuralRoads_67,Motorways_68
46,Patot,2003JJ00,313.1,147.6,96.2,69.3,28.03,15.55,8.41,4.06,23.58,12.22,7.74,3.62,49.53,12.41,14.59,22.53,2.34,0.53,0.61,1.2,0.29,0.07,0.08,0.13,18574,4763,5252,8559.0,0.65,0.29,0.2,0.16,2.15,1.13,0.74,0.27,3.2,7.6,2.8,1.6,0.24,0.63,0.23,0.08,0.5,0.6,0.4,0.5,0.024,0.027,0.018,0.027,0.003,0.004,0.002,0.003,191,244,154,195.0,0.007,0.015,0.006,0.004,0.022,0.058,0.022,0.006
47,Patot,2004JJ00,314.9,147.9,97.5,69.5,25.69,14.16,8.02,3.51,22.2,11.54,7.5,3.17,46.85,11.91,13.85,21.09,2.24,0.49,0.58,1.17,0.33,0.08,0.09,0.15,19053,4885,5389,8779.0,0.64,0.29,0.19,0.16,2.14,1.13,0.75,0.25,3.2,7.4,2.8,1.5,0.22,0.58,0.21,0.07,0.5,0.6,0.4,0.5,0.022,0.024,0.017,0.026,0.003,0.004,0.003,0.003,191,244,154,195.0,0.006,0.014,0.005,0.003,0.021,0.056,0.022,0.006
48,Patot,2005JJ00,306.6,144.0,95.2,67.4,23.16,12.69,7.48,2.99,20.5,10.7,7.08,2.72,43.12,11.07,12.79,19.25,2.11,0.44,0.53,1.14,0.17,0.05,0.05,0.08,18961,4853,5364,8744.0,0.6,0.27,0.18,0.15,2.06,1.09,0.74,0.23,3.1,7.2,2.7,1.5,0.21,0.54,0.2,0.06,0.4,0.6,0.4,0.4,0.021,0.022,0.015,0.025,0.002,0.002,0.001,0.002,191,243,154,196.0,0.006,0.014,0.005,0.003,0.021,0.055,0.021,0.005
49,Patot,2006JJ00,303.0,142.4,94.2,66.3,21.52,11.74,7.15,2.63,19.43,10.17,6.84,2.42,40.53,10.46,12.05,18.01,2.01,0.41,0.5,1.1,0.2,0.06,0.06,0.09,19006,4864,5381,8760.0,0.57,0.26,0.17,0.14,2.01,1.07,0.73,0.21,3.0,7.1,2.7,1.5,0.19,0.5,0.19,0.05,0.4,0.5,0.3,0.4,0.02,0.02,0.014,0.024,0.002,0.003,0.002,0.002,189,241,153,194.0,0.006,0.013,0.005,0.003,0.02,0.053,0.021,0.005
50,Patot,2007JJ00,304.7,143.2,94.7,66.7,20.64,11.22,7.01,2.4,18.92,9.93,6.76,2.23,38.51,9.98,11.47,17.06,1.92,0.39,0.46,1.07,0.2,0.05,0.05,0.1,19046,4621,5115,9310.0,0.54,0.25,0.16,0.14,2.01,1.07,0.74,0.2,3.0,7.0,2.6,1.5,0.19,0.48,0.19,0.05,0.4,0.5,0.3,0.4,0.019,0.019,0.013,0.023,0.002,0.003,0.002,0.002,186,225,143,203.0,0.005,0.012,0.004,0.003,0.02,0.052,0.021,0.004
51,Patot,2008JJ00,298.3,141.2,98.6,58.5,20.1,10.84,7.25,2.01,18.61,9.73,7.02,1.86,36.19,9.89,10.21,16.09,1.78,0.39,0.4,1.0,0.11,0.03,0.03,0.05,18756,4624,5175,8958.0,0.52,0.25,0.14,0.13,1.99,1.05,0.78,0.17,2.9,6.9,2.7,1.3,0.18,0.47,0.2,0.04,0.4,0.5,0.3,0.4,0.018,0.019,0.011,0.022,0.001,0.001,0.001,0.001,185,225,144,200.0,0.005,0.012,0.004,0.003,0.02,0.051,0.022,0.004
52,Patot,2009JJ00,290.8,137.1,95.7,58.0,19.2,10.31,7.02,1.87,17.89,9.33,6.82,1.74,33.73,9.15,9.47,15.11,1.62,0.35,0.36,0.91,0.11,0.03,0.03,0.05,18667,4601,5141,8925.0,0.49,0.23,0.13,0.12,1.93,1.02,0.76,0.16,2.9,6.7,2.7,1.3,0.18,0.45,0.19,0.04,0.3,0.4,0.3,0.3,0.016,0.017,0.01,0.02,0.001,0.001,0.001,0.001,184,223,143,199.0,0.005,0.011,0.004,0.003,0.019,0.049,0.021,0.004
53,Patot,2010JJ00,284.2,133.1,92.9,58.2,18.54,9.94,6.81,1.79,17.32,9.03,6.63,1.66,32.4,8.62,9.16,14.62,1.53,0.32,0.34,0.87,0.11,0.03,0.03,0.05,18792,4630,5165,8997.0,0.46,0.22,0.12,0.12,1.89,1.0,0.74,0.15,2.8,6.4,2.6,1.3,0.17,0.43,0.18,0.04,0.3,0.4,0.3,0.3,0.015,0.015,0.009,0.019,0.001,0.001,0.001,0.001,184,223,142,199.0,0.004,0.011,0.003,0.003,0.018,0.048,0.02,0.003
54,Patot,2011JJ00,276.1,128.6,90.4,57.2,18.31,9.83,6.72,1.76,17.06,8.89,6.53,1.63,31.8,8.21,8.92,14.67,1.36,0.29,0.32,0.76,0.11,0.03,0.03,0.05,18801,4648,5176,8978.0,0.43,0.2,0.11,0.11,1.85,0.98,0.73,0.15,2.7,6.1,2.5,1.3,0.17,0.42,0.18,0.04,0.3,0.4,0.2,0.3,0.013,0.014,0.009,0.017,0.001,0.001,0.001,0.001,183,222,142,197.0,0.004,0.01,0.003,0.002,0.018,0.047,0.02,0.003
55,Patot,2012JJ00,264.1,122.1,87.7,54.3,17.59,9.39,6.57,1.63,16.44,8.52,6.4,1.52,30.92,7.72,8.59,14.61,1.19,0.26,0.29,0.64,0.11,0.03,0.03,0.05,18641,4627,5155,8859.0,0.39,0.19,0.1,0.11,1.79,0.94,0.72,0.13,2.6,5.8,2.4,1.2,0.16,0.41,0.17,0.03,0.3,0.4,0.2,0.3,0.012,0.012,0.008,0.014,0.001,0.001,0.001,0.001,181,221,141,195.0,0.004,0.009,0.003,0.002,0.017,0.045,0.02,0.003
56,Patot,2013JJ00,259.5,119.8,86.5,53.1,17.24,9.22,6.48,1.55,16.12,8.37,6.31,1.43,30.42,7.52,8.43,14.48,1.05,0.24,0.26,0.56,0.11,0.03,0.03,0.05,18488,4603,5120,8765.0,0.39,0.18,0.1,0.11,1.77,0.93,0.71,0.13,2.5,5.7,2.4,1.2,0.16,0.4,0.17,0.03,0.3,0.4,0.2,0.3,0.01,0.011,0.007,0.012,0.001,0.001,0.001,0.001,179,219,140,192.0,0.004,0.009,0.003,0.002,0.017,0.044,0.019,0.003
57,Patot,2014JJ00,250.1,114.3,83.5,52.2,16.42,8.81,6.23,1.38,15.43,8.07,6.08,1.28,29.89,7.04,8.5,14.35,0.92,0.19,0.21,0.52,0.11,0.03,0.03,0.05,18443,4602,5100,8741.0,0.35,0.16,0.09,0.1,1.73,0.91,0.7,0.12,2.4,5.4,2.3,1.1,0.15,0.38,0.17,0.03,0.3,0.3,0.2,0.3,0.009,0.009,0.006,0.011,0.001,0.001,0.001,0.001,178,218,138,191.0,0.003,0.008,0.002,0.002,0.017,0.043,0.019,0.003
58,Patot,2015JJ00,251.5,115.1,83.5,52.8,16.55,8.91,6.24,1.39,15.55,8.16,6.09,1.29,31.33,7.34,9.14,14.85,0.84,0.18,0.2,0.46,0.11,0.03,0.03,0.05,18608,4646,5138,8824.0,0.35,0.16,0.09,0.1,1.74,0.92,0.7,0.12,2.4,5.4,2.2,1.1,0.15,0.38,0.16,0.03,0.3,0.3,0.2,0.3,0.008,0.009,0.005,0.01,0.001,0.001,0.001,0.001,177,217,138,190.0,0.003,0.008,0.002,0.002,0.017,0.043,0.019,0.003
59,Patot,2016JJ00,244.8,111.1,82.5,51.2,16.3,8.83,6.22,1.25,15.21,8.01,6.06,1.14,29.69,6.78,8.83,14.08,0.7,0.14,0.15,0.4,0.11,0.03,0.03,0.05,18898,4747,5228,8923.0,0.33,0.15,0.08,0.1,1.73,0.92,0.7,0.11,2.3,5.1,2.2,1.1,0.14,0.36,0.16,0.02,0.3,0.3,0.2,0.3,0.006,0.007,0.004,0.008,0.001,0.001,0.001,0.001,175,216,136,188.0,0.003,0.007,0.002,0.002,0.016,0.042,0.018,0.002
60,Patot,2017JJ00,247.1,112.7,82.5,51.8,16.3,8.89,6.17,1.24,15.22,8.08,6.01,1.13,29.75,7.01,9.11,13.62,0.66,0.14,0.15,0.37,0.11,0.03,0.03,0.05,18872,4781,5240,8851.0,0.34,0.15,0.08,0.1,1.74,0.93,0.7,0.11,2.3,5.1,2.1,1.1,0.14,0.36,0.16,0.02,0.3,0.3,0.2,0.3,0.006,0.006,0.004,0.008,0.001,0.001,0.001,0.001,174,215,136,187.0,0.003,0.007,0.002,0.002,0.016,0.042,0.018,0.002
61,Patot,2018JJ00,233.6,103.9,78.6,51.2,15.73,8.57,6.03,1.13,14.67,7.78,5.87,1.03,28.28,6.34,8.83,13.11,0.58,0.11,0.11,0.35,0.11,0.03,0.03,0.05,19125,4799,5243,9083.0,0.3,0.13,0.07,0.09,1.69,0.9,0.69,0.1,2.1,4.6,2.0,1.0,0.13,0.35,0.15,0.02,0.3,0.3,0.2,0.3,0.005,0.005,0.003,0.007,0.001,0.001,0.001,0.001,173,213,134,186.0,0.003,0.006,0.002,0.002,0.015,0.04,0.018,0.002
62,Mttot,1980JJ00,30.6,17.4,9.4,3.8,5.54,3.33,1.57,0.65,5.0,2.84,1.54,0.62,0.22,0.13,0.07,0.03,0.11,0.06,0.03,0.01,0.02,0.01,0.01,0.0,130,74,40,16.0,0.0,0.0,0.0,0.0,0.25,0.14,0.08,0.03,34.9,34.9,34.9,34.9,5.69,5.69,5.69,5.69,0.3,0.3,0.3,0.3,0.12,0.12,0.12,0.12,0.021,0.021,0.021,0.021,148,148,148,148.0,0.002,0.002,0.002,0.002,0.285,0.285,0.285,0.285
63,Mttot,1985JJ00,20.5,13.1,5.0,2.4,4.44,3.01,0.95,0.48,3.76,2.4,0.91,0.44,0.18,0.12,0.04,0.02,0.08,0.05,0.02,0.01,0.02,0.01,0.0,0.0,104,66,25,12.0,0.0,0.0,0.0,0.0,0.19,0.12,0.05,0.02,29.2,29.2,29.2,29.2,5.35,5.35,5.35,5.35,0.3,0.3,0.3,0.3,0.12,0.12,0.12,0.12,0.021,0.021,0.021,0.021,148,148,148,148.0,0.002,0.002,0.002,0.002,0.268,0.268,0.268,0.268
64,Mttot,1990JJ00,20.9,3.0,8.2,9.7,1.7,0.53,0.65,0.52,1.54,0.42,0.63,0.5,0.25,0.01,0.1,0.14,0.02,0.0,0.01,0.01,0.01,0.0,0.01,0.01,97,17,38,43.0,0.0,0.0,0.0,0.0,0.08,0.02,0.03,0.03,23.5,22.0,20.9,26.8,1.74,3.02,1.61,1.39,0.3,0.1,0.2,0.4,0.028,0.03,0.029,0.026,0.017,0.019,0.015,0.018,109,122,96,119.0,0.002,0.002,0.002,0.002,0.087,0.151,0.08,0.069
65,Mttot,1991JJ00,24.3,3.5,9.5,11.3,1.97,0.62,0.75,0.6,1.79,0.48,0.72,0.58,0.3,0.02,0.11,0.17,0.03,0.0,0.01,0.01,0.02,0.0,0.01,0.01,114,20,44,50.0,0.0,0.0,0.0,0.0,0.09,0.02,0.04,0.03,23.5,22.0,20.9,26.8,1.73,3.02,1.6,1.38,0.3,0.1,0.2,0.4,0.028,0.03,0.029,0.026,0.015,0.017,0.013,0.016,110,123,96,119.0,0.002,0.002,0.002,0.002,0.086,0.151,0.08,0.069
66,Mttot,1992JJ00,29.1,4.2,11.3,13.6,2.35,0.74,0.9,0.72,2.14,0.58,0.86,0.69,0.36,0.02,0.13,0.2,0.03,0.01,0.02,0.01,0.02,0.0,0.01,0.01,137,24,52,60.0,0.0,0.0,0.0,0.0,0.11,0.03,0.04,0.03,23.4,21.9,20.8,26.8,1.72,3.02,1.59,1.37,0.3,0.1,0.2,0.4,0.027,0.03,0.028,0.025,0.013,0.014,0.011,0.014,110,123,97,119.0,0.002,0.002,0.002,0.002,0.086,0.151,0.08,0.068
67,Mttot,1993JJ00,33.2,4.8,12.8,15.5,2.67,0.84,1.02,0.81,2.43,0.66,0.98,0.79,0.41,0.02,0.15,0.23,0.04,0.01,0.02,0.01,0.02,0.0,0.01,0.01,156,27,60,69.0,0.0,0.0,0.0,0.0,0.12,0.03,0.05,0.04,23.4,21.8,20.8,26.7,1.71,3.01,1.58,1.36,0.3,0.1,0.2,0.4,0.027,0.029,0.028,0.025,0.011,0.012,0.01,0.012,110,124,97,119.0,0.002,0.002,0.002,0.002,0.086,0.151,0.079,0.068
68,Mttot,1994JJ00,35.6,5.1,13.8,16.7,2.88,0.91,1.09,0.88,2.61,0.71,1.05,0.85,0.44,0.03,0.17,0.25,0.04,0.01,0.02,0.02,0.01,0.0,0.01,0.01,168,29,64,75.0,0.0,0.0,0.0,0.0,0.13,0.04,0.05,0.04,23.4,21.8,20.7,26.7,1.71,3.02,1.58,1.36,0.3,0.1,0.2,0.4,0.027,0.029,0.028,0.025,0.009,0.01,0.008,0.01,110,124,97,119.0,0.002,0.002,0.002,0.002,0.086,0.151,0.079,0.068
69,Mttot,1995JJ00,37.5,5.4,14.5,17.7,3.04,0.96,1.15,0.92,2.75,0.75,1.11,0.89,0.47,0.03,0.17,0.26,0.04,0.01,0.02,0.02,0.01,0.0,0.0,0.01,178,31,68,79.0,0.0,0.0,0.0,0.0,0.14,0.04,0.06,0.04,23.3,21.7,20.7,26.7,1.71,3.02,1.58,1.35,0.3,0.1,0.2,0.4,0.027,0.029,0.028,0.025,0.007,0.008,0.006,0.008,110,124,97,119.0,0.002,0.002,0.002,0.002,0.085,0.151,0.079,0.068
70,Mttot,1996JJ00,41.6,6.0,16.1,19.6,3.37,1.07,1.28,1.02,3.05,0.83,1.23,0.99,0.52,0.03,0.19,0.29,0.05,0.01,0.02,0.02,0.01,0.0,0.0,0.0,197,34,75,88.0,0.0,0.0,0.0,0.0,0.15,0.04,0.06,0.05,23.3,21.7,20.7,26.7,1.71,3.02,1.58,1.35,0.3,0.1,0.2,0.4,0.027,0.029,0.028,0.025,0.005,0.006,0.005,0.006,111,124,97,119.0,0.002,0.002,0.002,0.002,0.085,0.151,0.079,0.068
71,Mttot,1997JJ00,43.3,6.2,16.7,20.4,3.51,1.12,1.33,1.07,3.18,0.87,1.28,1.03,0.54,0.03,0.2,0.31,0.05,0.01,0.02,0.02,0.01,0.0,0.0,0.0,206,36,79,92.0,0.0,0.0,0.0,0.0,0.16,0.04,0.06,0.05,23.3,21.6,20.6,26.7,1.71,3.03,1.59,1.35,0.3,0.1,0.2,0.4,0.027,0.029,0.028,0.025,0.005,0.006,0.005,0.006,111,125,97,120.0,0.002,0.002,0.002,0.002,0.086,0.152,0.079,0.067
72,Mttot,1998JJ00,44.8,6.4,17.2,21.2,3.65,1.16,1.38,1.1,3.3,0.9,1.33,1.07,0.56,0.03,0.21,0.32,0.05,0.01,0.02,0.02,0.01,0.0,0.0,0.0,214,37,82,95.0,0.0,0.0,0.0,0.0,0.17,0.05,0.07,0.05,23.2,21.5,20.6,26.6,1.71,3.04,1.59,1.35,0.3,0.1,0.2,0.4,0.027,0.029,0.028,0.025,0.005,0.006,0.005,0.006,111,125,98,120.0,0.002,0.002,0.002,0.002,0.086,0.152,0.079,0.067
73,Mttot,1999JJ00,45.4,6.4,17.4,21.6,3.73,1.19,1.41,1.14,3.37,0.92,1.35,1.1,0.62,0.04,0.23,0.36,0.05,0.01,0.02,0.02,0.01,0.0,0.0,0.0,224,39,85,100.0,0.0,0.0,0.0,0.0,0.17,0.05,0.07,0.06,22.7,20.9,20.1,26.0,1.68,2.97,1.56,1.33,0.3,0.1,0.3,0.4,0.026,0.028,0.027,0.025,0.005,0.006,0.005,0.006,112,126,98,121.0,0.002,0.002,0.002,0.002,0.084,0.149,0.078,0.067
74,Mttot,2000JJ00,45.8,6.5,17.5,21.9,3.8,1.2,1.43,1.17,3.43,0.92,1.37,1.14,0.7,0.04,0.25,0.41,0.05,0.01,0.02,0.02,0.01,0.0,0.0,0.0,235,41,89,105.0,0.0,0.0,0.0,0.0,0.17,0.05,0.07,0.06,21.9,20.1,19.4,25.3,1.64,2.87,1.52,1.31,0.3,0.1,0.3,0.5,0.026,0.028,0.027,0.024,0.005,0.006,0.005,0.006,112,126,99,122.0,0.002,0.002,0.002,0.002,0.082,0.144,0.076,0.066
75,Mttot,2001JJ00,46.1,6.5,17.5,22.1,3.87,1.22,1.44,1.21,3.48,0.93,1.38,1.17,0.78,0.04,0.27,0.47,0.06,0.01,0.02,0.02,0.01,0.0,0.0,0.0,245,42,93,110.0,0.0,0.0,0.0,0.0,0.17,0.05,0.07,0.06,21.3,19.4,18.7,24.6,1.6,2.78,1.48,1.3,0.4,0.1,0.3,0.5,0.026,0.027,0.026,0.024,0.004,0.004,0.003,0.004,113,127,99,123.0,0.002,0.002,0.002,0.002,0.08,0.139,0.074,0.065
76,Mttot,2002JJ00,47.8,6.7,18.1,23.0,4.03,1.27,1.49,1.27,3.62,0.96,1.43,1.22,0.86,0.04,0.29,0.52,0.06,0.01,0.03,0.02,0.01,0.0,0.0,0.0,260,45,98,117.0,0.0,0.0,0.0,0.0,0.18,0.05,0.07,0.06,20.9,19.0,18.3,24.2,1.58,2.73,1.45,1.29,0.4,0.1,0.3,0.5,0.025,0.027,0.026,0.024,0.004,0.005,0.004,0.005,114,127,99,123.0,0.002,0.002,0.002,0.002,0.079,0.136,0.073,0.064
77,Mttot,2003JJ00,47.8,6.7,18.1,23.1,4.06,1.28,1.5,1.28,3.64,0.96,1.44,1.24,0.88,0.05,0.3,0.53,0.06,0.01,0.03,0.02,0.0,0.0,0.0,0.0,269,46,101,122.0,0.0,0.0,0.0,0.0,0.19,0.05,0.07,0.06,20.3,18.4,17.8,23.5,1.54,2.66,1.42,1.26,0.4,0.1,0.3,0.5,0.025,0.026,0.025,0.023,0.002,0.002,0.002,0.002,114,128,100,124.0,0.002,0.002,0.002,0.002,0.079,0.137,0.073,0.065
78,Mttot,2004JJ00,47.6,6.7,18.0,23.0,4.08,1.29,1.51,1.29,3.65,0.96,1.44,1.24,0.9,0.05,0.31,0.54,0.06,0.01,0.03,0.02,0.01,0.0,0.0,0.0,276,47,104,125.0,0.0,0.0,0.0,0.0,0.19,0.05,0.08,0.07,19.7,17.9,17.3,22.8,1.51,2.6,1.39,1.24,0.4,0.1,0.3,0.5,0.024,0.026,0.025,0.023,0.002,0.002,0.002,0.002,114,128,100,124.0,0.002,0.002,0.002,0.002,0.08,0.137,0.073,0.066
79,Mttot,2005JJ00,46.8,6.5,17.6,22.6,4.05,1.28,1.49,1.28,3.61,0.95,1.42,1.24,0.92,0.05,0.31,0.56,0.06,0.01,0.03,0.02,0.0,0.0,0.0,0.0,281,48,105,128.0,0.0,0.0,0.0,0.0,0.2,0.05,0.08,0.07,19.1,17.4,16.8,22.1,1.47,2.52,1.35,1.21,0.4,0.1,0.3,0.5,0.023,0.025,0.024,0.022,0.001,0.002,0.001,0.001,115,128,100,125.0,0.002,0.002,0.002,0.002,0.081,0.137,0.073,0.067
80,Mttot,2006JJ00,45.8,6.4,17.2,22.1,3.98,1.26,1.46,1.26,3.53,0.93,1.39,1.22,0.92,0.05,0.31,0.56,0.06,0.01,0.03,0.02,0.0,0.0,0.0,0.0,285,49,107,130.0,0.0,0.0,0.0,0.0,0.19,0.05,0.08,0.07,18.5,16.9,16.2,21.4,1.43,2.45,1.31,1.17,0.4,0.1,0.3,0.5,0.023,0.024,0.024,0.022,0.002,0.002,0.001,0.002,115,128,100,125.0,0.002,0.002,0.002,0.002,0.078,0.134,0.071,0.065
81,Mttot,2007JJ00,44.7,6.3,16.8,21.6,3.91,1.25,1.42,1.24,3.46,0.91,1.35,1.19,0.92,0.05,0.3,0.56,0.06,0.01,0.02,0.02,0.0,0.0,0.0,0.0,290,50,108,132.0,0.01,0.0,0.0,0.0,0.19,0.05,0.07,0.07,17.8,16.3,15.6,20.5,1.37,2.36,1.26,1.13,0.4,0.1,0.3,0.5,0.022,0.024,0.023,0.021,0.002,0.002,0.001,0.002,115,129,101,126.0,0.002,0.002,0.002,0.002,0.076,0.13,0.069,0.063
82,Mttot,2008JJ00,43.7,6.2,16.4,21.1,3.85,1.24,1.39,1.21,3.38,0.89,1.33,1.16,0.91,0.05,0.3,0.56,0.06,0.01,0.02,0.02,0.0,0.0,0.0,0.0,296,51,111,135.0,0.01,0.0,0.0,0.0,0.19,0.05,0.07,0.07,17.1,15.8,15.0,19.7,1.32,2.28,1.21,1.09,0.4,0.1,0.3,0.5,0.022,0.023,0.023,0.021,0.002,0.002,0.001,0.002,116,129,101,126.0,0.002,0.002,0.002,0.002,0.074,0.127,0.067,0.061
83,Mttot,2009JJ00,42.3,6.0,15.9,20.4,3.78,1.23,1.37,1.19,3.31,0.87,1.3,1.14,0.91,0.05,0.3,0.56,0.06,0.01,0.02,0.02,0.0,0.0,0.0,0.0,301,51,112,138.0,0.01,0.0,0.0,0.0,0.19,0.05,0.07,0.07,16.3,15.1,14.3,18.8,1.28,2.19,1.17,1.05,0.4,0.1,0.3,0.5,0.021,0.023,0.022,0.02,0.002,0.002,0.001,0.002,116,129,101,127.0,0.002,0.002,0.002,0.002,0.072,0.124,0.065,0.06
84,Mttot,2010JJ00,41.1,5.8,15.4,19.8,3.7,1.2,1.33,1.16,3.22,0.85,1.26,1.11,0.91,0.05,0.3,0.56,0.05,0.01,0.02,0.02,0.0,0.0,0.0,0.0,303,51,113,139.0,0.01,0.0,0.0,0.0,0.18,0.05,0.07,0.06,15.8,14.6,13.9,18.2,1.24,2.13,1.13,1.02,0.3,0.1,0.3,0.5,0.021,0.022,0.022,0.02,0.002,0.002,0.001,0.002,116,129,101,127.0,0.002,0.002,0.002,0.002,0.071,0.122,0.064,0.059
85,Mttot,2011JJ00,39.9,5.7,15.0,19.3,3.6,1.18,1.29,1.13,3.13,0.83,1.22,1.08,0.9,0.05,0.29,0.55,0.05,0.01,0.02,0.02,0.0,0.0,0.0,0.0,303,52,113,139.0,0.01,0.0,0.0,0.0,0.18,0.05,0.07,0.06,15.3,14.2,13.5,17.7,1.2,2.07,1.1,0.99,0.3,0.1,0.3,0.5,0.021,0.022,0.021,0.019,0.002,0.002,0.001,0.002,117,129,101,128.0,0.002,0.002,0.002,0.002,0.069,0.119,0.062,0.058
86,Mttot,2012JJ00,38.7,5.5,14.5,18.7,3.5,1.15,1.25,1.09,3.04,0.8,1.19,1.05,0.88,0.05,0.28,0.54,0.05,0.01,0.02,0.02,0.0,0.0,0.0,0.0,302,51,112,138.0,0.01,0.0,0.0,0.0,0.17,0.05,0.07,0.06,15.0,13.9,13.1,17.3,1.18,2.03,1.07,0.97,0.3,0.1,0.3,0.5,0.02,0.021,0.021,0.019,0.002,0.002,0.001,0.002,117,129,102,128.0,0.002,0.002,0.002,0.002,0.067,0.117,0.061,0.056
87,Mttot,2013JJ00,37.0,5.3,13.8,17.8,3.35,1.11,1.2,1.04,2.9,0.77,1.13,1.0,0.84,0.05,0.27,0.52,0.05,0.01,0.02,0.02,0.0,0.0,0.0,0.0,297,50,110,136.0,0.01,0.0,0.0,0.0,0.17,0.05,0.07,0.06,14.5,13.6,12.8,16.7,1.14,1.98,1.04,0.94,0.3,0.1,0.2,0.5,0.02,0.021,0.02,0.019,0.002,0.002,0.001,0.002,117,129,102,128.0,0.002,0.002,0.002,0.002,0.067,0.117,0.06,0.056
88,Mttot,2014JJ00,35.1,5.0,13.1,16.9,3.22,1.07,1.14,1.0,2.76,0.73,1.08,0.95,0.82,0.05,0.26,0.51,0.05,0.01,0.02,0.02,0.0,0.0,0.0,0.0,292,49,108,134.0,0.0,0.0,0.0,0.0,0.16,0.04,0.06,0.06,14.1,13.2,12.3,16.2,1.11,1.92,1.01,0.91,0.3,0.1,0.2,0.5,0.019,0.02,0.02,0.018,0.002,0.002,0.001,0.002,117,129,102,128.0,0.002,0.002,0.002,0.002,0.066,0.115,0.059,0.055
89,Mttot,2015JJ00,33.1,4.8,12.4,16.0,3.06,1.02,1.08,0.95,2.62,0.7,1.02,0.91,0.8,0.05,0.25,0.5,0.05,0.01,0.02,0.02,0.0,0.0,0.0,0.0,287,49,106,132.0,0.0,0.0,0.0,0.0,0.16,0.04,0.06,0.06,13.5,12.7,11.9,15.6,1.07,1.86,0.98,0.89,0.3,0.1,0.2,0.5,0.019,0.02,0.019,0.018,0.002,0.002,0.001,0.002,117,129,102,129.0,0.002,0.002,0.002,0.002,0.064,0.112,0.057,0.054
90,Mttot,2016JJ00,31.3,4.6,11.7,15.0,2.92,0.98,1.03,0.91,2.48,0.66,0.96,0.86,0.79,0.05,0.25,0.49,0.05,0.01,0.02,0.02,0.0,0.0,0.0,0.0,289,49,107,133.0,0.0,0.0,0.0,0.0,0.15,0.04,0.06,0.05,12.7,12.1,11.2,14.6,1.01,1.75,0.92,0.84,0.3,0.1,0.2,0.5,0.018,0.019,0.019,0.018,0.002,0.002,0.001,0.002,118,129,102,129.0,0.002,0.002,0.002,0.002,0.061,0.107,0.054,0.051
91,Mttot,2017JJ00,26.8,4.0,10.0,12.9,2.57,0.89,0.89,0.79,2.14,0.57,0.83,0.75,0.7,0.04,0.22,0.44,0.04,0.01,0.02,0.02,0.0,0.0,0.0,0.0,263,44,97,121.0,0.0,0.0,0.0,0.0,0.13,0.04,0.05,0.05,12.0,11.5,10.6,13.7,0.96,1.66,0.87,0.8,0.3,0.1,0.2,0.5,0.018,0.019,0.018,0.017,0.002,0.002,0.001,0.002,118,129,102,130.0,0.002,0.002,0.002,0.002,0.059,0.104,0.052,0.049
92,Mttot,2018JJ00,28.3,4.2,10.6,13.5,2.7,0.92,0.94,0.83,2.27,0.6,0.88,0.79,0.76,0.05,0.23,0.48,0.04,0.01,0.02,0.02,0.0,0.0,0.0,0.0,293,49,109,136.0,0.0,0.0,0.0,0.0,0.14,0.04,0.05,0.05,11.4,11.0,10.0,12.9,0.91,1.58,0.83,0.76,0.3,0.1,0.2,0.5,0.017,0.018,0.018,0.017,0.002,0.002,0.001,0.002,118,129,102,130.0,0.002,0.002,0.002,0.002,0.057,0.101,0.05,0.048
93,Bftot,1980JJ00,19.2,17.3,1.9,,15.98,14.6,1.37,,11.52,10.37,1.15,,0.1,0.09,0.01,,0.08,0.07,0.01,,0.01,0.01,0.0,,101,91,10,,0.0,0.0,0.0,,0.58,0.52,0.06,,10.0,10.0,10.0,,6.0,6.0,6.0,,0.1,0.1,0.1,,0.04,0.04,0.04,,0.008,0.008,0.008,,53,53,53,,0.001,0.001,0.001,,0.3,0.3,0.3,
94,Bftot,1985JJ00,17.1,15.4,1.7,,13.18,12.01,1.17,,10.26,9.23,1.03,,0.09,0.08,0.01,,0.07,0.06,0.01,,0.01,0.01,0.0,,90,81,9,,0.0,0.0,0.0,,0.51,0.46,0.05,,10.0,10.0,10.0,,6.0,6.0,6.0,,0.1,0.1,0.1,,0.04,0.04,0.04,,0.008,0.008,0.008,,53,53,53,,0.001,0.001,0.001,,0.3,0.3,0.3,
