ID,Kenmerken,Marges,Perioden,ScoreGeluk_1,Ongelukkig_2,NietGelukkigNietOngelukkig_3,Gelukkig_4,ScoreTevredenheidMetHetLeven_5,Ontevreden_6,NietTevredenNietOntevreden_7,Tevreden_8,ScoreTevredenheidMetLichGezondheid_9,Ontevreden_10,NietTevredenNietOntevreden_11,Tevreden_12,ScoreTevredenheidPsychischeGezondheid_13,Ontevreden_14,NietTevredenNietOntevreden_15,Tevreden_16,ScoreTevredenheidMetGewicht_17,Ontevreden_18,NietTevredenNietOntevreden_19,Tevreden_20
575,A027878,MBG0095,2024JJ00,7.6,4.3,15.7,84.3,7.5,5.0,16.9,82.6,6.8,14.8,27.0,63.8,7.5,9.0,18.1,77.8,6.8,15.5,26.6,63.8
576,A027879,MW00000,2013JJ00,7.8,1.7,8.8,89.4,7.6,2.4,11.9,85.7,7.3,7.2,18.2,74.6,7.9,3.4,9.3,87.3,7.0,10.5,22.7,66.8
577,A027879,MW00000,2014JJ00,7.8,1.6,7.7,90.7,7.6,2.4,10.3,87.2,7.3,6.6,17.4,76.0,7.9,3.0,9.5,87.5,7.0,11.1,23.0,66.0
578,A027879,MW00000,2015JJ00,7.8,1.9,7.6,90.6,7.7,2.8,10.0,87.2,7.2,7.7,18.3,74.1,7.9,3.7,9.6,86.7,7.0,11.6,21.1,67.4
579,A027879,MW00000,2016JJ00,7.8,1.7,7.6,90.7,7.7,2.2,9.6,88.2,7.2,7.1,18.8,74.1,7.9,3.1,9.6,87.3,6.9,12.0,23.3,64.7
580,A027879,MW00000,2017JJ00,7.8,1.9,8.2,89.9,7.7,2.2,9.7,88.0,7.2,7.7,18.2,74.1,7.8,3.6,10.5,85.9,6.9,11.5,23.5,65.0
581,A027879,MW00000,2018JJ00,7.7,2.4,7.5,90.0,7.7,1.8,9.8,88.4,7.2,7.1,19.5,73.4,7.8,4.2,11.2,84.6,6.9,11.4,22.6,65.9
582,A027879,MW00000,2019JJ00,7.8,1.8,7.1,91.1,7.7,1.7,8.8,89.5,7.1,7.8,18.8,73.4,7.8,4.0,10.1,85.9,7.0,11.1,22.6,66.3
583,A027879,MW00000,2020JJ00,7.7,1.6,8.9,89.5,7.7,2.1,10.1,87.8,7.2,7.0,18.5,74.5,7.8,4.2,11.6,84.3,7.0,10.8,23.0,66.2
584,A027879,MW00000,2021JJ00,7.7,2.4,8.9,88.7,7.6,2.4,12.1,85.5,7.1,7.9,19.5,72.6,7.6,5.2,13.5,81.4,7.0,11.1,21.4,67.5
585,A027879,MW00000,2022JJ00,7.7,1.8,9.6,88.6,7.6,2.1,12.2,85.7,7.4,5.0,16.6,78.4,7.7,4.0,13.5,82.5,6.9,12.1,22.3,65.6
586,A027879,MW00000,2023JJ00,7.7,1.8,9.1,89.2,7.6,2.2,11.1,86.6,7.4,5.4,17.2,77.4,7.7,3.9,12.5,83.6,6.9,12.9,22.7,64.4
587,A027879,MW00000,2024JJ00,7.8,1.7,7.7,90.6,7.7,1.9,10.2,87.9,7.4,5.4,16.6,78.0,7.7,4.0,12.2,83.9,6.8,14.0,22.7,63.2
588,A027879,MOG0095,2013JJ00,7.7,1.4,8.0,88.4,7.6,2.0,10.9,84.6,7.2,6.5,17.0,73.3,7.9,2.9,8.5,86.3,6.9,9.6,21.4,65.4
589,A027879,MOG0095,2014JJ00,7.8,1.3,6.9,89.8,7.6,2.0,9.4,86.2,7.2,5.9,16.3,74.7,7.9,2.5,8.7,86.5,6.9,10.2,21.7,64.6
590,A027879,MOG0095,2015JJ00,7.8,1.5,6.8,89.7,7.6,2.3,9.2,86.2,7.1,6.9,17.2,72.8,7.8,3.2,8.7,85.7,6.9,10.7,19.9,66.0
591,A027879,MOG0095,2016JJ00,7.8,1.3,6.8,89.8,7.7,1.8,8.7,87.1,7.1,6.4,17.7,72.8,7.9,2.6,8.7,86.3,6.8,11.1,22.0,63.3
592,A027879,MOG0095,2017JJ00,7.8,1.5,7.4,88.9,7.7,1.8,8.9,87.0,7.1,6.9,17.1,72.8,7.8,3.1,9.6,84.8,6.8,10.5,22.3,63.6
593,A027879,MOG0095,2018JJ00,7.7,2.0,6.8,89.1,7.6,1.4,8.9,87.4,7.1,6.4,18.3,72.1,7.7,3.7,10.3,83.4,6.9,10.5,21.4,64.5
594,A027879,MOG0095,2019JJ00,7.8,1.4,6.3,90.1,7.7,1.4,7.9,88.4,7.1,7.0,17.7,72.1,7.8,3.4,9.2,84.8,6.9,10.1,21.4,64.9
595,A027879,MOG0095,2020JJ00,7.7,1.3,8.0,88.4,7.6,1.7,9.1,86.7,7.1,6.2,17.4,73.2,7.7,3.6,10.6,83.1,6.9,9.9,21.7,64.7
596,A027879,MOG0095,2021JJ00,7.6,1.9,8.0,87.6,7.6,1.9,11.1,84.3,7.0,7.0,18.3,71.2,7.5,4.5,12.4,80.1,6.9,10.1,20.1,66.0
597,A027879,MOG0095,2022JJ00,7.7,1.4,8.7,87.6,7.6,1.7,11.2,84.6,7.4,4.4,15.5,77.2,7.6,3.5,12.5,81.3,6.8,11.1,21.1,64.1
598,A027879,MOG0095,2023JJ00,7.7,1.4,8.2,88.2,7.6,1.8,10.2,85.5,7.3,4.7,16.1,76.1,7.7,3.4,11.5,82.4,6.8,11.9,21.5,62.9
599,A027879,MOG0095,2024JJ00,7.7,1.3,6.8,89.6,7.6,1.5,9.3,86.8,7.3,4.7,15.5,76.7,7.7,3.4,11.2,82.7,6.8,13.0,21.5,61.7
600,A027879,MBG0095,2013JJ00,7.8,2.2,9.8,90.4,7.7,3.0,12.9,86.8,7.3,8.1,19.3,75.9,8.0,4.0,10.2,88.3,7.1,11.5,23.9,68.2
601,A027879,MBG0095,2014JJ00,7.8,2.1,8.6,91.5,7.7,3.0,11.3,88.2,7.3,7.4,18.5,77.3,8.0,3.6,10.4,88.5,7.0,12.0,24.2,67.4
602,A027879,MBG0095,2015JJ00,7.8,2.3,8.4,91.4,7.7,3.3,11.0,88.2,7.2,8.5,19.4,75.3,7.9,4.3,10.5,87.7,7.0,12.6,22.3,68.7
603,A027879,MBG0095,2016JJ00,7.8,2.1,8.4,91.6,7.7,2.8,10.5,89.1,7.2,7.9,20.0,75.4,7.9,3.7,10.5,88.3,6.9,13.0,24.5,66.1
604,A027879,MBG0095,2017JJ00,7.8,2.4,9.0,90.8,7.7,2.7,10.7,89.0,7.2,8.5,19.4,75.3,7.9,4.3,11.5,86.9,7.0,12.5,24.8,66.4
605,A027879,MBG0095,2018JJ00,7.8,3.0,8.4,90.9,7.7,2.3,10.8,89.3,7.2,7.9,20.7,74.7,7.8,4.9,12.2,85.6,7.0,12.4,23.9,67.3
606,A027879,MBG0095,2019JJ00,7.8,2.3,8.0,91.9,7.8,2.2,9.7,90.4,7.2,8.6,20.0,74.7,7.9,4.7,11.1,86.9,7.0,12.1,23.9,67.7
607,A027879,MBG0095,2020JJ00,7.8,2.1,9.9,90.4,7.7,2.7,11.1,88.9,7.2,7.8,19.7,75.8,7.8,4.9,12.6,85.4,7.0,11.8,24.3,67.6
608,A027879,MBG0095,2021JJ00,7.7,3.0,10.0,89.7,7.6,3.0,13.2,86.6,7.1,8.8,20.8,74.0,7.6,6.0,14.6,82.6,7.0,12.1,22.7,69.0
609,A027879,MBG0095,2022JJ00,7.7,2.3,10.5,89.6,7.6,2.6,13.2,86.7,7.5,5.7,17.7,79.6,7.7,4.7,14.5,83.6,7.0,13.1,23.6,67.0
610,A027879,MBG0095,2023JJ00,7.7,2.2,10.0,90.1,7.7,2.8,12.2,87.7,7.4,6.1,18.4,78.6,7.7,4.6,13.5,84.7,6.9,14.0,24.1,65.8
611,A027879,MBG0095,2024JJ00,7.8,2.2,8.6,91.5,7.7,2.4,11.2,88.9,7.4,6.2,17.8,79.2,7.8,4.7,13.2,85.0,6.9,15.2,24.1,64.7
612,A027880,MW00000,2013JJ00,7.7,3.4,9.2,87.4,7.5,4.1,11.8,84.0,7.2,5.8,21.4,72.8,7.9,4.9,8.6,86.4,6.9,12.6,22.6,64.8
613,A027880,MW00000,2014JJ00,7.8,1.8,7.6,90.6,7.6,2.6,10.7,86.7,7.3,6.2,19.6,74.2,7.9,4.5,8.8,86.7,7.0,12.2,21.4,66.4
614,A027880,MW00000,2015JJ00,7.6,4.0,8.6,87.4,7.5,4.1,9.5,86.4,7.0,9.7,18.0,72.3,7.7,5.1,12.7,82.2,6.9,11.8,24.0,64.1
615,A027880,MW00000,2016JJ00,7.7,3.8,8.2,88.0,7.6,3.9,9.6,86.5,7.0,8.6,22.0,69.4,7.9,5.5,8.9,85.6,6.9,13.0,21.5,65.5
616,A027880,MW00000,2017JJ00,7.8,2.5,7.6,89.9,7.6,3.3,11.6,85.1,7.3,7.2,16.2,76.6,7.9,5.3,9.1,85.6,7.1,10.8,18.9,70.3
617,A027880,MW00000,2018JJ00,7.8,1.3,9.8,89.0,7.6,2.2,11.8,86.0,7.1,7.8,20.3,71.9,7.7,6.2,12.7,81.1,6.9,11.9,25.6,62.6
618,A027880,MW00000,2019JJ00,7.7,1.9,7.8,90.3,7.7,1.0,9.5,89.5,7.3,6.4,17.6,76.0,7.8,4.2,12.2,83.6,7.0,11.7,22.7,65.6
619,A027880,MW00000,2020JJ00,7.6,3.1,11.0,85.9,7.6,2.2,14.8,83.0,7.1,7.8,22.1,70.2,7.5,6.0,14.5,79.5,6.9,12.5,25.6,62.0
620,A027880,MW00000,2021JJ00,7.5,4.4,11.3,84.3,7.5,4.4,10.4,85.2,7.1,8.0,20.4,71.6,7.4,8.0,13.8,78.2,7.0,12.5,21.1,66.4
621,A027880,MW00000,2022JJ00,7.5,3.8,10.4,85.9,7.4,3.8,14.1,82.1,7.3,5.8,20.0,74.1,7.4,6.1,17.3,76.6,6.7,13.7,27.3,59.0
622,A027880,MW00000,2023JJ00,7.6,2.1,10.9,87.1,7.5,2.9,12.8,84.2,7.4,3.9,18.4,77.7,7.4,5.0,17.1,77.8,6.7,13.9,24.7,61.4
623,A027880,MW00000,2024JJ00,7.6,2.2,12.3,85.5,7.6,2.5,13.3,84.2,7.4,6.1,15.8,78.1,7.6,5.1,14.7,80.2,6.6,15.5,23.9,60.5
624,A027880,MOG0095,2013JJ00,7.5,1.9,7.0,84.1,7.4,2.5,9.3,80.5,7.0,4.1,18.1,68.8,7.7,3.2,6.5,83.1,6.7,10.0,19.2,60.5
625,A027880,MOG0095,2014JJ00,7.7,1.0,5.7,87.9,7.5,1.5,8.4,83.5,7.1,4.5,16.5,70.4,7.8,3.0,6.7,83.6,6.8,9.7,18.2,62.3
626,A027880,MOG0095,2015JJ00,7.5,2.6,6.5,84.2,7.4,2.7,7.3,83.1,6.9,7.5,15.1,68.4,7.6,3.5,10.1,78.7,6.8,9.3,20.7,60.0
627,A027880,MOG0095,2016JJ00,7.6,2.3,6.0,84.7,7.5,2.5,7.3,83.1,6.8,6.4,18.5,65.1,7.7,3.7,6.7,82.1,6.7,10.2,18.1,61.1
628,A027880,MOG0095,2017JJ00,7.7,1.5,5.4,86.8,7.5,2.0,9.0,81.5,7.1,5.3,13.2,72.8,7.7,3.6,6.8,82.2,6.9,8.4,15.7,66.1
629,A027880,MOG0095,2018JJ00,7.7,0.6,7.4,85.9,7.5,1.2,9.2,82.6,7.0,5.7,17.1,67.9,7.5,4.4,10.0,77.5,6.7,9.4,22.0,58.3
630,A027880,MOG0095,2019JJ00,7.6,0.9,5.7,87.3,7.6,0.4,7.1,86.3,7.1,4.6,14.4,72.1,7.7,2.7,9.5,80.0,6.8,9.2,19.2,61.2
631,A027880,MOG0095,2020JJ00,7.5,1.9,8.3,82.2,7.5,1.1,11.7,79.1,6.9,5.6,18.5,65.8,7.4,4.1,11.4,75.4,6.7,9.6,21.8,57.4
632,A027880,MOG0095,2021JJ00,7.4,2.7,8.4,80.0,7.4,2.6,7.6,81.0,6.9,5.5,16.5,66.6,7.2,5.5,10.5,73.4,6.8,9.4,17.2,61.3
633,A027880,MOG0095,2022JJ00,7.4,2.5,8.2,82.8,7.3,2.5,11.5,78.8,7.2,4.2,17.1,70.5,7.3,4.4,14.5,73.1,6.5,11.2,23.9,55.1
634,A027880,MOG0095,2023JJ00,7.5,1.2,8.6,84.1,7.4,1.8,10.3,81.0,7.3,2.6,15.5,74.3,7.3,3.5,14.3,74.3,6.6,11.4,21.5,57.5
635,A027880,MOG0095,2024JJ00,7.5,1.3,9.8,82.2,7.5,1.4,10.7,80.8,7.3,4.4,13.0,74.6,7.5,3.5,12.0,76.6,6.5,12.8,20.6,56.5
636,A027880,MBG0095,2013JJ00,7.8,5.9,12.0,90.2,7.7,6.7,14.9,87.1,7.3,8.1,25.2,76.5,8.1,7.5,11.3,89.2,7.1,15.8,26.4,68.8
637,A027880,MBG0095,2014JJ00,7.9,3.3,10.1,92.8,7.7,4.4,13.6,89.3,7.4,8.6,23.1,77.7,8.1,6.6,11.4,89.3,7.2,15.2,25.0,70.2
638,A027880,MBG0095,2015JJ00,7.7,6.2,11.3,90.0,7.7,6.3,12.4,89.1,7.2,12.5,21.4,75.9,7.9,7.5,15.8,85.2,7.1,14.9,27.8,68.1
639,A027880,MBG0095,2016JJ00,7.9,6.0,11.0,90.7,7.8,6.2,12.6,89.3,7.1,11.5,25.9,73.3,8.0,8.0,11.8,88.5,7.1,16.3,25.4,69.6
640,A027880,MBG0095,2017JJ00,7.9,4.2,10.5,92.4,7.7,5.4,14.9,88.0,7.4,9.8,19.6,80.1,8.0,7.7,12.1,88.5,7.3,13.9,22.5,74.1
641,A027880,MBG0095,2018JJ00,7.9,2.7,12.7,91.4,7.7,3.9,15.1,88.8,7.3,10.5,23.9,75.6,7.8,8.7,15.9,84.3,7.1,14.9,29.5,66.6
642,A027880,MBG0095,2019JJ00,7.9,3.8,10.5,92.7,7.8,2.5,12.6,92.0,7.4,8.9,21.2,79.6,7.9,6.5,15.5,86.7,7.1,14.9,26.6,69.7
643,A027880,MBG0095,2020JJ00,7.7,5.2,14.4,88.9,7.7,4.2,18.5,86.3,7.2,10.7,26.1,74.2,7.7,8.8,18.2,83.1,7.1,16.0,29.7,66.4
644,A027880,MBG0095,2021JJ00,7.7,7.2,15.1,87.7,7.7,7.3,14.1,88.6,7.3,11.3,25.0,76.1,7.6,11.5,18.0,82.3,7.2,16.5,25.6,71.1
645,A027880,MBG0095,2022JJ00,7.7,5.6,13.1,88.4,7.6,5.7,17.2,85.0,7.4,8.0,23.3,77.4,7.5,8.3,20.6,79.8,6.9,16.6,30.9,62.8
646,A027880,MBG0095,2023JJ00,7.7,3.6,13.7,89.6,7.6,4.8,15.8,87.0,7.5,5.7,21.6,80.8,7.6,7.1,20.4,81.0,6.9,16.8,28.3,65.2
647,A027880,MBG0095,2024JJ00,7.7,4.0,15.4,88.2,7.7,4.2,16.5,87.0,7.5,8.4,19.0,81.3,7.7,7.4,17.9,83.3,6.8,18.7,27.6,64.5
