ID,Periods,TotalSupply_1,IndigenousProduction_2,ProductionFromOtherSources_3,ImportsOfGaseousNaturalGasTotal_4,ImportsViaNorway_5,ImportsViaGermany_6,ImportsViaBelgium_7,ImportsViaUnitedKingdom_8,ImportsViaDenmark_9,ImportsOfLNGTotal_10,ImportsViaTheUnitedStates_11,ImportsViaNorway_12,ImportsViaRussia_13,ImportsViaAfrica_14,ImportsViaAsia_15,ImportsViaAmericaExcludingUS_16,ImportsViaOtherUnknown_17,ExportsOfGaseousNaturalGasTotal_18,ExportsToNorway_19,ExportsToGermany_20,ExportsToBelgium_21,ExportsToUnitedKingdom_22,ExportsToDenmark_23,ExportsOfLiquefiedNaturalGasLNG_24,Bunkers_25,StockChange_26,TotalConsumption_27,TotalViaTheMainGrid_28,ElectricityPowerPlants_29,OtherConsumers_30,ViaRegionalGrids_31,ConsumptionByProductionAndTransport_32,ClosingStock_33,ClosingStockGaseousGas_34,ClosingStockLiquefiedNaturalGas_35,Flaring_36,StorageCapacityTotal_37,StorageCapacityGaseousGas_38,StorageCapacityLiquefiedNaturalGas_39
596,2014MM05,2623,5425,9.0,2305.0,,,,,,0.0,,,,,,,,4294.0,,,,,,0.0,0.0,-822.0,2623.0,1525.0,499.0,1026.0,1036.0,62.0,,,,7.0,,,
597,2014MM06,2345,4133,11.0,2536.0,,,,,,97.0,,,,,,,,3677.0,,,,,,163.0,0.0,-592.0,2345.0,1585.0,579.0,1006.0,713.0,47.0,,,,4.0,,,
598,2014KW02,7749,15149,29.0,6889.0,,,,,,284.0,,,,,,,,12412.0,,,,,,233.0,0.0,-1957.0,7749.0,4628.0,1574.0,3054.0,2946.0,175.0,,,,15.0,,,
599,2014MM07,2233,3978,8.0,2463.0,,,,,,238.0,,,,,,,,3522.0,,,,,,15.0,0.0,-917.0,2233.0,1565.0,501.0,1064.0,619.0,49.0,,,,3.0,,,
600,2014MM08,2421,4382,8.0,2312.0,,,,,,181.0,,,,,,,,3646.0,,,,,,97.0,0.0,-719.0,2421.0,1630.0,512.0,1118.0,727.0,64.0,,,,5.0,,,
601,2014MM09,2506,4340,7.0,2747.0,,,,,,2.0,,,,,,,,4001.0,,,,,,99.0,0.0,-490.0,2506.0,1698.0,623.0,1075.0,749.0,59.0,,,,4.0,,,
602,2014KW03,7160,12700,23.0,7522.0,,,,,,421.0,,,,,,,,11169.0,,,,,,211.0,0.0,-2126.0,7160.0,4893.0,1636.0,3257.0,2095.0,172.0,,,,12.0,,,
603,2014MM10,2929,5296,9.0,2254.0,,,,,,96.0,,,,,,,,4475.0,,,,,,7.0,0.0,-244.0,2929.0,1674.0,606.0,1068.0,1194.0,61.0,,,,7.0,,,
604,2014MM11,3692,6515,8.0,2157.0,,,,,,183.0,,,,,,,,5418.0,,,,,,15.0,0.0,262.0,3692.0,1653.0,556.0,1097.0,1972.0,67.0,,,,6.0,,,
605,2014MM12,4824,7632,10.0,2597.0,,,,,,0.0,,,,,,,,6758.0,,,,,,88.0,0.0,1431.0,4824.0,1842.0,583.0,1259.0,2917.0,65.0,,,,4.0,,,
606,2014KW04,11445,19443,27.0,7008.0,,,,,,279.0,,,,,,,,16651.0,,,,,,110.0,0.0,1449.0,11445.0,5169.0,1745.0,3424.0,6083.0,193.0,,,,17.0,,,
607,2015MM01,4981,6801,8.0,2306.0,1138.0,823.0,123.0,189.0,32.0,96.0,,,,,,,,6551.0,,3323.0,2271.0,957.0,,10.0,0.0,2332.0,4981.0,,566.0,,,85.0,,,,5.0,15860.0,15444.0,416.0
608,2015MM02,4507,4638,11.0,2745.0,1344.0,1033.0,121.0,201.0,45.0,282.0,,,,,,,,6234.0,,3440.0,2072.0,723.0,,195.0,0.0,3260.0,4507.0,,648.0,,,78.0,,,,3.0,15860.0,15444.0,416.0
609,2015MM03,4103,4166,12.0,3097.0,1625.0,1011.0,201.0,243.0,17.0,275.0,,,,,,,,4826.0,,2528.0,1665.0,633.0,,104.0,0.0,1484.0,4103.0,,481.0,,,81.0,,,,4.0,15860.0,15444.0,416.0
610,2015KW01,13591,15605,31.0,8148.0,4108.0,2867.0,446.0,634.0,94.0,652.0,,,,,,,,17611.0,,9291.0,6008.0,2313.0,,310.0,0.0,7077.0,13591.0,,1695.0,,,244.0,,,,13.0,15860.0,15444.0,416.0
611,2015MM04,2925,3960,11.0,3215.0,1441.0,1253.0,342.0,135.0,44.0,309.0,,,,,,,,3505.0,,2284.0,1165.0,56.0,,109.0,0.0,-956.0,2925.0,,324.0,,,71.0,,,,3.0,15860.0,15444.0,416.0
612,2015MM05,2352,4555,10.0,3248.0,1611.0,1121.0,245.0,238.0,33.0,92.0,,,,,,,,3119.0,,2159.0,928.0,32.0,,126.0,0.0,-2308.0,2352.0,,249.0,,,78.0,,,,4.0,15860.0,15444.0,416.0
613,2015MM06,2076,4241,9.0,2743.0,1514.0,909.0,152.0,121.0,47.0,197.0,,,,,,,,3273.0,,1988.0,1023.0,262.0,,60.0,0.0,-1781.0,2076.0,,287.0,,,61.0,,,,5.0,15860.0,15444.0,416.0
614,2015KW02,7354,12756,31.0,9206.0,4566.0,3283.0,739.0,493.0,124.0,598.0,,,,,,,,9897.0,,6431.0,3116.0,350.0,,294.0,0.0,-5045.0,7354.0,,859.0,,,210.0,,,,13.0,15860.0,15444.0,416.0
615,2015MM07,2068,4425,11.0,3314.0,1900.0,857.0,336.0,177.0,45.0,97.0,,,,,,,,3274.0,,2244.0,1017.0,14.0,,203.0,0.0,-2301.0,2068.0,,403.0,,,67.0,,,,4.0,15860.0,15444.0,416.0
616,2015MM08,1992,3814,10.0,3186.0,1668.0,742.0,500.0,230.0,47.0,236.0,,,,,,,,3207.0,,2370.0,837.0,0.0,,161.0,0.0,-1886.0,1992.0,,378.0,,,69.0,,,,4.0,15860.0,15444.0,416.0
617,2015MM09,2379,3513,10.0,3527.0,1905.0,937.0,528.0,105.0,51.0,96.0,,,,,,,,3202.0,,2244.0,944.0,14.0,,102.0,0.0,-1463.0,2379.0,,418.0,,,61.0,,,,6.0,15860.0,15444.0,416.0
618,2015KW03,6438,11752,31.0,10027.0,5473.0,2536.0,1363.0,511.0,143.0,429.0,,,,,,,,9684.0,,6858.0,2798.0,28.0,,466.0,0.0,-5650.0,6438.0,,1199.0,,,197.0,,,,13.0,15860.0,15444.0,416.0
619,2015MM10,3349,3459,9.0,3503.0,1709.0,1223.0,363.0,136.0,72.0,378.0,,,,,,,,3863.0,,2584.0,1269.0,10.0,,106.0,0.0,-31.0,3349.0,,666.0,,,64.0,,,,4.0,15860.0,15444.0,416.0
620,2015MM11,3565,4241,9.0,2701.0,1296.0,938.0,223.0,173.0,72.0,89.0,,,,,,,,4592.0,,3071.0,1197.0,324.0,,102.0,0.0,1219.0,3565.0,,693.0,,,68.0,,,,2.0,15860.0,15444.0,416.0
621,2015MM12,3694,4370,9.0,2740.0,1318.0,1002.0,197.0,181.0,42.0,95.0,,,,,,,,5471.0,,3235.0,1579.0,658.0,,51.0,0.0,2002.0,3694.0,,599.0,,,77.0,,,,3.0,15860.0,15444.0,416.0
622,2015KW04,10609,12069,27.0,8944.0,4324.0,3162.0,783.0,490.0,186.0,563.0,,,,,,,,13926.0,,8890.0,4044.0,992.0,,259.0,0.0,3191.0,10609.0,,1959.0,,,209.0,,,,9.0,15860.0,15444.0,416.0
623,2016MM01,4778,4561,10.0,3293.0,1225.0,1697.0,158.0,212.0,0.0,0.0,,,,,,,,5716.0,,3184.0,1752.0,780.0,,21.0,0.0,2651.0,4778.0,,673.0,,,74.0,,,,3.0,15857.0,15441.0,416.0
624,2016MM02,4317,4240,9.0,3411.0,1242.0,1788.0,169.0,183.0,29.0,93.0,,,,,,,,5156.0,,2792.0,1671.0,693.0,,130.0,0.0,1850.0,4317.0,,597.0,,,66.0,,,,3.0,15857.0,15441.0,416.0
625,2016MM03,4310,4800,7.0,3516.0,1435.0,1693.0,127.0,182.0,79.0,0.0,,,,,,,,5935.0,,3088.0,1986.0,861.0,,8.0,0.0,1930.0,4310.0,,586.0,,,72.0,,,,4.0,15880.0,15465.0,416.0
626,2016KW01,13405,13601,26.0,10221.0,3902.0,5179.0,455.0,578.0,108.0,93.0,,,,,,,,16808.0,,9064.0,5409.0,2334.0,,159.0,0.0,6431.0,13405.0,,1856.0,,,212.0,,,,10.0,15880.0,15465.0,416.0
627,2016MM04,3134,4574,7.0,3551.0,1600.0,1483.0,191.0,197.0,79.0,132.0,,,,,,,,4326.0,,2466.0,1360.0,500.0,,13.0,0.0,-790.0,3134.0,,450.0,,,66.0,,,,4.0,15880.0,15465.0,416.0
628,2016MM05,2284,4691,9.0,3832.0,1842.0,1287.0,453.0,184.0,66.0,249.0,,,,,,,,3897.0,,2745.0,1125.0,26.0,,133.0,0.0,-2467.0,2284.0,,373.0,,,69.0,,,,5.0,15880.0,15465.0,416.0
629,2016MM06,2058,3912,10.0,3388.0,1502.0,1388.0,319.0,93.0,86.0,403.0,,,,,,,,3139.0,,2067.0,1040.0,32.0,,120.0,0.0,-2396.0,2058.0,,465.0,,,51.0,,,,4.0,15880.0,15465.0,416.0
630,2016KW02,7476,13177,25.0,10770.0,4945.0,4158.0,963.0,474.0,231.0,783.0,,,,,,,,11361.0,,7278.0,3525.0,558.0,,266.0,0.0,-5653.0,7476.0,,1287.0,,,186.0,,,,12.0,15880.0,15465.0,416.0
631,2016MM07,2103,4006,12.0,4076.0,1729.0,1461.0,698.0,120.0,68.0,101.0,,,,,,,,3400.0,,2535.0,866.0,0.0,,239.0,0.0,-2453.0,2103.0,,533.0,,,64.0,,,,4.0,15880.0,15465.0,416.0
632,2016MM08,2163,3911,11.0,2667.0,1115.0,976.0,374.0,178.0,25.0,240.0,,,,,,,,3268.0,,2170.0,1085.0,13.0,,210.0,0.0,-1188.0,2163.0,,578.0,,,66.0,,,,6.0,15880.0,15465.0,416.0
633,2016MM09,2285,3493,14.0,2647.0,872.0,1248.0,409.0,101.0,16.0,0.0,,,,,,,,3302.0,,2226.0,1056.0,20.0,,15.0,0.0,-551.0,2285.0,,657.0,,,57.0,,,,6.0,14696.0,14281.0,416.0
634,2016KW03,6551,11410,37.0,9390.0,3716.0,3685.0,1481.0,399.0,109.0,341.0,,,,,,,,9970.0,,6931.0,3006.0,33.0,,464.0,0.0,-4192.0,6551.0,,1769.0,,,187.0,,,,17.0,14696.0,14281.0,416.0
635,2016MM10,3367,3770,14.0,3689.0,1830.0,1191.0,423.0,148.0,97.0,305.0,,,,,,,,4646.0,,2782.0,1457.0,407.0,,7.0,0.0,243.0,3367.0,,698.0,,,79.0,,,,3.0,14696.0,14281.0,416.0
636,2016MM11,4295,4126,14.0,4004.0,1882.0,1724.0,142.0,145.0,111.0,0.0,,,,,,,,6237.0,,3029.0,2173.0,1036.0,,3.0,0.0,2391.0,4295.0,,782.0,,,78.0,,,,3.0,14696.0,14281.0,416.0
637,2016MM12,4768,4297,13.0,3830.0,1358.0,2094.0,128.0,175.0,76.0,83.0,,,,,,,,6423.0,,3111.0,2804.0,509.0,,191.0,0.0,3160.0,4768.0,,812.0,,,79.0,,,,3.0,14696.0,14281.0,416.0
638,2016KW04,12430,12193,41.0,11524.0,5070.0,5008.0,692.0,468.0,285.0,388.0,,,,,,,,17307.0,,8922.0,6433.0,1952.0,,202.0,1.0,5794.0,12430.0,,2291.0,,,236.0,,,,10.0,14696.0,14281.0,416.0
639,2017MM01,5811,4720,20.0,4742.0,1992.0,2338.0,171.0,169.0,72.0,5.0,,,,,,,,7141.0,,3638.0,2963.0,541.0,,7.0,2.0,3473.0,5811.0,,890.0,,,92.0,5001.0,4877.0,124.0,4.0,14696.0,14281.0,416.0
640,2017MM02,4310,4094,14.0,3462.0,1505.0,1589.0,129.0,123.0,116.0,98.0,,,,,,,,5377.0,,2909.0,2104.0,363.0,,109.0,0.0,2128.0,4310.0,,631.0,,,75.0,2874.0,2777.0,97.0,3.0,14696.0,14281.0,416.0
641,2017MM03,3775,3887,11.0,3663.0,1714.0,1316.0,376.0,143.0,115.0,144.0,,,,,,,,4177.0,,2943.0,1181.0,52.0,,11.0,0.0,258.0,3775.0,,635.0,,,83.0,2615.0,2404.0,211.0,6.0,14696.0,14281.0,416.0
642,2017KW01,13896,12701,44.0,11867.0,5210.0,5244.0,676.0,435.0,302.0,247.0,,,,,,,,16695.0,,9490.0,6248.0,956.0,,126.0,2.0,5859.0,13896.0,,2155.0,,,250.0,2615.0,2404.0,211.0,13.0,14696.0,14281.0,416.0
643,2017MM04,3290,3774,8.0,4291.0,1998.0,1325.0,709.0,150.0,109.0,192.0,,,,,,,,3658.0,,2531.0,1127.0,0.0,,1.0,0.0,-1315.0,3290.0,,631.0,,,74.0,3931.0,3748.0,183.0,3.0,14696.0,14281.0,416.0
644,2017MM05,2593,3500,10.0,4185.0,1990.0,1036.0,845.0,147.0,166.0,378.0,,,,,,,,3244.0,,2311.0,923.0,11.0,,40.0,1.0,-2194.0,2593.0,,590.0,,,77.0,6125.0,5905.0,220.0,5.0,14696.0,14281.0,416.0
645,2017MM06,2151,3041,10.0,3702.0,1902.0,939.0,646.0,85.0,130.0,295.0,,,,,,,,2860.0,,2047.0,814.0,0.0,,95.0,0.0,-1942.0,2151.0,,563.0,,,60.0,8067.0,7813.0,254.0,3.0,14696.0,14281.0,416.0
646,2017KW02,8034,10315,29.0,12178.0,5890.0,3300.0,2200.0,382.0,404.0,865.0,,,,,,,,9763.0,,6888.0,2864.0,11.0,,137.0,1.0,-5451.0,8034.0,,1785.0,,,210.0,8067.0,7813.0,254.0,11.0,14696.0,14281.0,416.0
647,2017MM07,2336,3331,11.0,4094.0,2147.0,689.0,1147.0,47.0,65.0,145.0,,,,,,,,2916.0,,2209.0,706.0,1.0,,192.0,0.0,-2137.0,2336.0,,760.0,,,63.0,10203.0,10035.0,168.0,5.0,14696.0,14281.0,416.0
648,2017MM08,2201,3532,10.0,3840.0,2005.0,646.0,1005.0,87.0,96.0,156.0,,,,,,,,2937.0,,2141.0,796.0,0.0,,49.0,1.0,-2351.0,2201.0,,509.0,,,73.0,12554.0,12309.0,245.0,3.0,14696.0,14281.0,416.0
649,2017MM09,2661,2124,10.0,3887.0,2043.0,913.0,667.0,85.0,178.0,94.0,,,,,,,,3104.0,,2232.0,868.0,4.0,,29.0,0.0,-320.0,2661.0,,656.0,,,67.0,12874.0,12588.0,285.0,4.0,13721.0,13305.0,416.0
650,2017KW03,7198,8987,32.0,11820.0,6195.0,2248.0,2819.0,219.0,339.0,395.0,,,,,,,,8957.0,,6582.0,2370.0,6.0,,270.0,1.0,-4807.0,7198.0,,1924.0,,,204.0,12874.0,12588.0,285.0,12.0,13721.0,13305.0,416.0
651,2017MM10,3096,3482,11.0,3762.0,2047.0,1028.0,548.0,74.0,66.0,289.0,,,,,,,,4114.0,,2895.0,1179.0,40.0,,201.0,1.0,-133.0,3096.0,,709.0,,,76.0,13007.0,12655.0,351.0,4.0,13721.0,13305.0,416.0
652,2017MM11,4151,3763,12.0,4383.0,1971.0,2056.0,165.0,92.0,99.0,0.0,,,,,,,,5477.0,,2867.0,2278.0,332.0,,104.0,0.0,1574.0,4151.0,,860.0,,,59.0,11433.0,11204.0,229.0,3.0,13726.0,13310.0,416.0
653,2017MM12,4982,3892,13.0,5327.0,2156.0,2815.0,142.0,85.0,129.0,212.0,,,,,,,,7067.0,,2956.0,3345.0,765.0,,233.0,1.0,2837.0,4982.0,,864.0,,,71.0,8596.0,8416.0,181.0,3.0,13726.0,13310.0,416.0
654,2017KW04,12228,11138,36.0,13473.0,6175.0,5899.0,855.0,251.0,294.0,501.0,,,,,,,,16658.0,,8717.0,6803.0,1137.0,,538.0,2.0,4278.0,12228.0,,2433.0,,,206.0,8596.0,8416.0,181.0,10.0,13726.0,13310.0,416.0
655,2018MM01,4813,3869,14.0,4608.0,2005.0,2280.0,144.0,85.0,94.0,2.0,,,,,,,,6150.0,,2833.0,2223.0,1095.0,,18.0,1.0,2488.0,4813.0,,679.0,,,75.0,6108.0,5961.0,147.0,2.0,13726.0,13310.0,416.0
656,2018MM02,5109,3094,15.0,4628.0,1843.0,2548.0,120.0,79.0,38.0,445.0,,,,,,,,6114.0,,2525.0,3011.0,579.0,,369.0,0.0,3411.0,5109.0,,700.0,,,71.0,2697.0,2540.0,157.0,2.0,13726.0,13310.0,416.0
657,2018MM03,4655,3798,17.0,4448.0,1988.0,2152.0,214.0,59.0,34.0,230.0,,,,,,,,5375.0,,2677.0,2105.0,592.0,,206.0,1.0,1742.0,4655.0,,644.0,,,76.0,955.0,823.0,132.0,2.0,13721.0,13305.0,416.0
658,2018KW01,14577,10761,46.0,13685.0,5837.0,6981.0,478.0,223.0,166.0,677.0,,,,,,,,17639.0,,8035.0,7339.0,2266.0,,592.0,1.0,7641.0,14577.0,,2023.0,,,222.0,955.0,823.0,132.0,6.0,13721.0,13305.0,416.0
659,2018MM04,2715,2866,15.0,4283.0,2216.0,1482.0,494.0,72.0,20.0,355.0,,,,,,,,3234.0,,2099.0,1069.0,67.0,,36.0,0.0,-1532.0,2715.0,,419.0,,,72.0,2487.0,2269.0,218.0,2.0,13721.0,13305.0,416.0
660,2018MM05,2279,2944,11.0,4382.0,2255.0,1353.0,671.0,85.0,18.0,443.0,,,,,,,,3552.0,,2554.0,995.0,3.0,,204.0,0.0,-1745.0,2279.0,,443.0,,,72.0,4232.0,4046.0,186.0,4.0,13726.0,13310.0,416.0
661,2018MM06,2260,2831,12.0,4217.0,2341.0,1265.0,537.0,54.0,21.0,492.0,,,,,,,,2790.0,,1664.0,1119.0,7.0,,354.0,2.0,-2147.0,2260.0,,601.0,,,62.0,6379.0,6129.0,250.0,3.0,13726.0,13310.0,416.0
662,2018KW02,7253,8641,38.0,12883.0,6812.0,4100.0,1701.0,211.0,59.0,1291.0,,,,,,,,9577.0,,6316.0,3183.0,77.0,,594.0,3.0,-5424.0,7253.0,,1464.0,,,206.0,6379.0,6129.0,250.0,9.0,13726.0,13310.0,416.0
663,2018MM07,2278,2907,12.0,4123.0,2473.0,560.0,1002.0,65.0,23.0,375.0,,,,,,,,2815.0,,1933.0,882.0,0.0,,436.0,3.0,-1885.0,2278.0,,744.0,,,71.0,8264.0,8095.0,169.0,4.0,13726.0,13310.0,416.0
664,2018MM08,2400,2781,13.0,4647.0,2535.0,1040.0,987.0,84.0,0.0,426.0,,,,,,,,2830.0,,2128.0,701.0,0.0,,442.0,3.0,-2192.0,2400.0,,782.0,,,68.0,10456.0,10324.0,132.0,2.0,13726.0,13310.0,416.0
665,2018MM09,2518,2765,9.0,4298.0,2297.0,1404.0,525.0,71.0,0.0,844.0,,,,,,,,2724.0,,1559.0,1141.0,23.0,,517.0,2.0,-2155.0,2518.0,,625.0,,,62.0,12611.0,12282.0,329.0,2.0,13726.0,13310.0,416.0
666,2018KW03,7195,8453,34.0,13068.0,7305.0,3005.0,2515.0,220.0,23.0,1645.0,,,,,,,,8369.0,,5620.0,2725.0,23.0,,1395.0,7.0,-6232.0,7195.0,,2151.0,,,201.0,12611.0,12282.0,329.0,8.0,13726.0,13310.0,416.0
667,2018MM10,3050,2645,9.0,4108.0,2147.0,1345.0,563.0,52.0,0.0,549.0,,,,,,,,3820.0,,2706.0,1042.0,71.0,,55.0,3.0,-383.0,3050.0,,666.0,,,63.0,12994.0,12800.0,195.0,2.0,13726.0,13310.0,416.0
668,2018MM11,4174,3079,9.0,3776.0,1783.0,1784.0,138.0,71.0,0.0,909.0,,,,,,,,4400.0,,2620.0,1626.0,154.0,,19.0,3.0,824.0,4174.0,,867.0,,,68.0,12170.0,11924.0,247.0,2.0,13726.0,13310.0,416.0
669,2018MM12,4559,3370,11.0,4321.0,1979.0,2013.0,251.0,77.0,0.0,707.0,,,,,,,,5067.0,,2836.0,1733.0,499.0,,31.0,3.0,1251.0,4559.0,,805.0,,,75.0,10920.0,10736.0,183.0,2.0,13726.0,13310.0,416.0
670,2018KW04,11784,9094,29.0,12205.0,5909.0,5142.0,953.0,200.0,0.0,2165.0,,,,,,,,13287.0,,8162.0,4401.0,724.0,,106.0,9.0,1692.0,11784.0,,2338.0,,,206.0,10920.0,10736.0,183.0,5.0,13726.0,13310.0,416.0
671,2019MM01,5323,3442,16.0,4631.0,2139.0,2271.0,146.0,76.0,0.0,693.0,,,,,,,,6215.0,,3191.0,1932.0,1092.0,,10.0,5.0,2771.0,5323.0,,939.0,,,72.0,8149.0,8039.0,110.0,2.0,13726.0,13310.0,416.0
672,2019MM02,4170,2843,14.0,3781.0,1727.0,1821.0,169.0,64.0,0.0,806.0,,,,,,,,4463.0,,2637.0,1478.0,348.0,,131.0,3.0,1323.0,4170.0,,835.0,,,55.0,6826.0,6610.0,216.0,2.0,13726.0,13310.0,416.0
673,2019MM03,4167,3025,16.0,4246.0,2200.0,1411.0,564.0,71.0,0.0,905.0,,,,,,,,4181.0,,2867.0,1314.0,0.0,,22.0,6.0,184.0,4167.0,,808.0,,,70.0,6641.0,6459.0,182.0,2.0,13726.0,13310.0,416.0
674,2019KW01,13660,9311,46.0,12658.0,6065.0,5502.0,879.0,212.0,0.0,2404.0,,,,,,,,14860.0,,8695.0,4725.0,1440.0,,162.0,14.0,4278.0,13660.0,,2583.0,,,197.0,6641.0,6459.0,182.0,6.0,13726.0,13310.0,416.0
675,2019MM04,3056,2471,15.0,3515.0,1766.0,1143.0,544.0,61.0,0.0,1144.0,,,,,,,,3507.0,,2415.0,1091.0,1.0,,6.0,6.0,-569.0,3056.0,,666.0,,,58.0,7210.0,7048.0,163.0,2.0,13710.0,13294.0,416.0
676,2019MM05,3069,2792,19.0,3803.0,2028.0,961.0,755.0,58.0,0.0,1028.0,,,,,,,,3328.0,,2423.0,904.0,0.0,,1.0,4.0,-1239.0,3069.0,,852.0,,,59.0,8450.0,8366.0,84.0,1.0,13710.0,13294.0,416.0
677,2019MM06,2353,2510,16.0,3620.0,1582.0,1117.0,874.0,46.0,0.0,1103.0,,,,,,,,2811.0,,1937.0,860.0,15.0,,11.0,5.0,-2068.0,2353.0,,756.0,,,56.0,10518.0,10199.0,319.0,3.0,13710.0,13294.0,416.0
678,2019KW02,8478,7772,49.0,10938.0,5377.0,3222.0,2173.0,165.0,0.0,3275.0,,,,,,,,9646.0,,6775.0,2855.0,16.0,,18.0,16.0,-3876.0,8478.0,,2275.0,,,173.0,10518.0,10199.0,319.0,6.0,13710.0,13294.0,416.0
679,2019MM07,2551,2434,15.0,3432.0,2002.0,666.0,712.0,52.0,0.0,777.0,,,,,,,,2592.0,,1760.0,815.0,17.0,,351.0,9.0,-1155.0,2551.0,,904.0,,,59.0,11672.0,11447.0,225.0,2.0,13710.0,13294.0,416.0
680,2019MM08,2555,2523,15.0,3433.0,1833.0,1096.0,470.0,33.0,0.0,641.0,,,,,,,,2653.0,,1856.0,767.0,29.0,,129.0,8.0,-1268.0,2555.0,,912.0,,,56.0,12940.0,12613.0,328.0,2.0,13710.0,13294.0,416.0
681,2019MM09,2825,2184,14.0,3520.0,1492.0,1274.0,634.0,83.0,36.0,455.0,,,,,,,,2569.0,,1686.0,866.0,17.0,,126.0,8.0,-645.0,2825.0,,941.0,,,52.0,13586.0,13224.0,362.0,2.0,13710.0,13294.0,416.0
682,2019KW03,7932,7141,44.0,10385.0,5327.0,3036.0,1817.0,168.0,36.0,1873.0,,,,,,,,7813.0,,5302.0,2448.0,63.0,,605.0,24.0,-3068.0,7932.0,,2757.0,,,167.0,13586.0,13224.0,362.0,6.0,13710.0,13294.0,416.0
683,2019MM10,3593,2529,15.0,4352.0,1834.0,1740.0,416.0,255.0,107.0,328.0,,,,,,,,3344.0,,2186.0,1150.0,8.0,,115.0,10.0,-162.0,3593.0,,982.0,,,62.0,13748.0,13567.0,181.0,2.0,14732.0,14317.0,416.0
684,2019MM11,4361,2377,16.0,3912.0,1484.0,1604.0,640.0,69.0,114.0,969.0,,,,,,,,4210.0,,2729.0,1355.0,125.0,,23.0,8.0,1329.0,4361.0,,937.0,,,63.0,12419.0,12235.0,183.0,2.0,14732.0,14317.0,416.0
685,2019MM12,4570,2427,16.0,4203.0,1463.0,1745.0,704.0,171.0,120.0,1002.0,,,,,,,,4319.0,,2856.0,1457.0,6.0,,18.0,8.0,1267.0,4570.0,,782.0,,,67.0,11152.0,10866.0,286.0,2.0,14732.0,14317.0,416.0
686,2019KW04,12524,7333,47.0,12466.0,4781.0,5089.0,1760.0,495.0,341.0,2299.0,,,,,,,,11873.0,,7771.0,3963.0,139.0,,156.0,26.0,2434.0,12524.0,,2701.0,,,193.0,11152.0,10866.0,286.0,5.0,14732.0,14317.0,416.0
687,2020MM01,4988,2646,20.0,3549.0,1053.0,1745.0,500.0,137.0,114.0,1102.0,,,,,,,,3994.0,,2833.0,1136.0,24.0,,19.0,13.0,1697.0,4988.0,,1128.0,,,67.0,9455.0,9206.0,249.0,1.0,14732.0,14317.0,416.0
688,2020MM02,4359,2145,20.0,3631.0,1015.0,1856.0,601.0,58.0,101.0,985.0,,,,,,,,3920.0,,2547.0,1281.0,92.0,,23.0,9.0,1530.0,4359.0,,834.0,,,61.0,7925.0,7729.0,196.0,1.0,14732.0,14317.0,416.0
689,2020MM03,4111,1926,20.0,3490.0,1213.0,1324.0,794.0,52.0,106.0,1163.0,,,,,,,,3827.0,,2538.0,1269.0,20.0,,41.0,17.0,1397.0,4111.0,,740.0,,,64.0,6527.0,6349.0,178.0,1.0,14687.0,14272.0,416.0
690,2020KW01,13458,6716,60.0,10670.0,3281.0,4925.0,1895.0,247.0,322.0,3249.0,,,,,,,,11741.0,,7919.0,3686.0,136.0,,83.0,38.0,4624.0,13458.0,,2702.0,,,193.0,6527.0,6349.0,178.0,4.0,14687.0,14272.0,416.0
691,2020MM04,2805,2122,19.0,3860.0,1366.0,1229.0,727.0,448.0,90.0,1183.0,,,,,,,,3159.0,,2057.0,1102.0,0.0,,29.0,10.0,-1181.0,2805.0,,623.0,,,65.0,7708.0,7487.0,221.0,1.0,14687.0,14272.0,416.0
692,2020MM05,2746,2423,20.0,4006.0,1385.0,909.0,1093.0,513.0,106.0,1177.0,,,,,,,,3212.0,,2210.0,1002.0,0.0,,12.0,11.0,-1646.0,2746.0,,790.0,,,65.0,9355.0,9034.0,321.0,2.0,14687.0,14272.0,416.0
693,2020MM06,2516,1645,21.0,4437.0,1908.0,1099.0,849.0,508.0,73.0,338.0,,,,,,,,2364.0,,1466.0,898.0,0.0,,141.0,11.0,-1409.0,2516.0,,886.0,,,64.0,10764.0,10480.0,284.0,1.0,14724.0,14309.0,416.0
694,2020KW02,8067,6190,60.0,12303.0,4659.0,3237.0,2670.0,1469.0,269.0,2699.0,,,,,,,,8734.0,,5732.0,3002.0,0.0,,182.0,32.0,-4237.0,8067.0,,2299.0,,,194.0,10764.0,10480.0,284.0,5.0,14724.0,14309.0,416.0
695,2020MM07,2808,1389,21.0,3984.0,1911.0,795.0,655.0,542.0,81.0,742.0,,,,,,,,2468.0,,1670.0,798.0,0.0,,21.0,12.0,-826.0,2808.0,,1079.0,,,74.0,11590.0,11305.0,285.0,2.0,14724.0,14309.0,416.0
696,2020MM08,2768,1322,21.0,3562.0,2116.0,654.0,296.0,421.0,75.0,525.0,,,,,,,,1802.0,,1121.0,681.0,0.0,,121.0,14.0,-724.0,2768.0,,1152.0,,,61.0,12314.0,11982.0,332.0,2.0,14724.0,14309.0,416.0
697,2020MM09,2698,1279,23.0,4710.0,2299.0,1072.0,882.0,356.0,101.0,299.0,,,,,,,,2172.0,,1342.0,829.0,0.0,,134.0,10.0,-1297.0,2698.0,,894.0,,,44.0,13611.0,13459.0,151.0,2.0,14724.0,14309.0,416.0
